yellow 	   colour ,  color   | 0.0 | .1 | 2
deal 	   cover ,  treat ,  handle ,  address ,  initiate ,  act ,  move ,  consider ,  take ,  cope ,  contend ,  grapple ,  manage ,  distribute ,  administer ,  lot ,  allot ,  give ,  sell ,  trade ,  transact ,  care ,  control ,  command ,  behave ,  bear ,  conduct ,  carry ,  share ,  pass ,  hand ,  reach ,  organize ,  touch ,  work ,  play ,  push ,  contemplate ,  match ,  misconduct ,  process ,  pitch ,  hack ,  apply ,  market ,  abstract ,  mind ,  assign ,  cut ,  meet ,  juggle ,  portion ,  improvise ,  hawk ,  peddle ,  vend ,  mishandle ,  organise ,  discourse ,  direct ,  coordinate ,  discuss   | 0.0 | .1 | 48
resort 	   recur ,  use ,  utilize ,  utilise ,  apply ,  employ ,  repair ,  travel ,  go ,  move   | 0.0 | .1 | 10
trip 	   stumble ,  move ,  travel ,  trigger ,  activate ,  spark ,  initiate ,  pioneer ,  run ,  journey ,  founder ,  visit ,  commute ,  ply   | 0.0 | .1 | 8
mull 	   ponder ,  contemplate ,  muse ,  reflect ,  speculate ,  think ,  study ,  wonder ,  consider ,  puzzle ,  question   | 0.0 | .1 | 6
conquer 	   suppress ,  subdue ,  curb ,  control ,  hold ,  contain ,  check ,  moderate ,  appropriate ,  capture ,  seize ,  assume ,  overcome ,  defeat ,  blink ,  silence ,  carry ,  quieten ,  still ,  quell ,  stifle ,  strangle ,  muffle   | 0.0 | .1 | 16
peel 	   skin ,  pare ,  strip ,  chip ,  unclothe   | 0.0 | .1 | 6
flourish 	   boom ,  prosper ,  thrive ,  expand* ,  grow ,  turn ,  wave ,  move ,  displace ,  revive   | 0.0 | .1 | 11
lie 	   be ,  consist ,  belong ,  exist ,  mislead ,  rest ,  look ,  precede ,  stretch ,  head ,  orient ,  back ,  line ,  face ,  ride ,  bask ,  romance ,  command ,  point ,  top ,  cap ,  pertain ,  sprawl ,  charge ,  intervene ,  dominate ,  overlook ,  underlie ,  fib ,  front ,  mediate   | 0.0 | .1 | 9
cascade 	   descend ,  fall ,  arrange   | 0.0 | .1 | 3
refine 	   polish ,  down ,  better ,  improve* ,  complicate ,  elaborate ,  change ,  alter ,  modify ,  process ,  treat ,  purify ,  school ,  educate ,  train ,  cultivate ,  involve ,  develop ,  civilize ,  sophisticate   | 0.0 | .1 | 15
totter 	   rock ,  sway ,  shake ,  walk ,  teeter ,  move   | 0.0 | .1 | 6
initial 	   sign   | 0.0 | .1 | 1
inspect 	   examine ,  see ,  visit ,  audit ,  scrutinise ,  analyze ,  analyse ,  study ,  canvas ,  survey ,  review ,  case   | 0.0 | .1 | 10
aggrandise 	   pad ,  overstate ,  exaggerate ,  amplify ,  glorify   | 0.0 | .1 | 4
fraction 	   divide ,  calculate ,  compute ,  reckon ,  figure ,  quarter ,  halve   | 0.0 | .1 | 5
unseat 	   remove ,  move ,  displace   | 0.0 | .1 | 3
fork 	   attack ,  branch ,  separate ,  diverge ,  shape ,  form   | 0.0 | .1 | 6
underline 	   underscore* ,  emphasize ,  emphasise ,  stress ,  punctuate ,  accent ,  accentuate ,  mark ,  underscore   | 0.0 | .1 | 11
ford 	   track ,  cover ,  cross   | 0.0 | .1 | 3
pen 	   write ,  draft ,  cite ,  author ,  adopt ,  outline ,  draw ,  rewrite ,  footnote ,  paragraph ,  reference ,  profile ,  script   | 0.0 | .1 | 1
syndicate 	   connect ,  link ,  join ,  unite ,  form ,  organize ,  organise ,  sell   | 0.0 | .1 | 8
fluctuate 	   move ,  displace ,  swing ,  turn   | 0.0 | .1 | 4
surrender 	   yield ,  cede ,  deliver ,  give ,  gift ,  present ,  relinquish ,  concede^ ,  sell ,  capitulate   | 0.0 | .1 | 8
fort 	   meet ,  gather ,  assemble ,  station ,  post ,  base ,  send ,  place   | 0.0 | .1 | 8
bound 	   jump ,  leap ,  spring ,  move ,  border ,  confine ,  restrict ,  restrain ,  limit ,  control ,  hold ,  contain ,  check ,  curb ,  moderate ,  bounce ,  tie ,  shore ,  skirt ,  reduce ,  rebound ,  burst ,  tighten ,  rein ,  baffle ,  rule ,  glance ,  skip ,  recoil ,  hamper ,  constrain ,  kick ,  verge ,  leapfrog ,  gate ,  regulate ,  strangle   | 0.0 | .1 | 21
boomerang 	   return   | 0.0 | .1 | 1
diagnose 	   name ,  analyze ,  analyse ,  study ,  examine ,  canvas ,  explore   | 0.0 | .1 | 11
tarnish 	   stain ,  defile ,  spot ,  blot   | 0.0 | .1 | 4
strengthen 	   change ,  alter ,  modify ,  tone ,  exercise ,  stabilise ,  back ,  consolidate ,  secure ,  confirm ,  steady ,  reinforce ,  brace ,  stabilize ,  proof   | 0.0 | .1 | 6
stick 	   wedge ,  deposit ,  fix ,  secure ,  stay ,  put ,  set ,  place ,  pose ,  position ,  lay ,  adhere ,  bond ,  bind ,  attach ,  be ,  persist ,  remain ,  adopt ,  follow ,  espouse ,  decorate ,  adorn ,  grace* ,  pierce ,  cling ,  touch ,  meet ,  contact ,  sting ,  force ,  vex ,  get ,  puzzle ,  baffle ,  beat ,  bewilder ,  gravel ,  amaze ,  confuse ,  throw ,  befuddle ,  confound ,  escape ,  elude ,  riddle   | 0.0 | .1 | 50
shimmy 	   wobble ,  dance   | 0.0 | .1 | 2
fringe 	   decorate ,  adorn ,  grace* ,  surround ,  skirt ,  border   | 0.0 | .1 | 6
fashion 	   forge ,  make ,  tie ,  tailor ,  craft   | 0.0 | .1 | 2
graft 	   transplant ,  insert ,  enter ,  introduce   | 0.0 | .1 | 4
lilt 	   pronounce ,  articulate ,  enunciate ,  say   | 0.0 | .1 | 4
warehouse 	   store   | 0.0 | .1 | 1
felt 	   tangle ,  cover ,  change   | 0.0 | .1 | 3
weekend 	   spend ,  pass   | 0.0 | .1 | 2
forego 	   precede ,  forgo   | 0.0 | .1 | 2
tremble 	   shake ,  agitate ,  thrill ,  shiver ,  shudder ,  quake   | 0.0 | .1 | 2
jacket 	   cover ,  dress ,  clothe ,  apparel   | 0.0 | .1 | 4
parcel 	   divide ,  split ,  separate ,  cover ,  wrap   | 0.0 | .1 | 5
profit 	   gain ,  benefit* ,  get ,  acquire ,  clear ,  make ,  earn ,  realize ,  realise ,  net ,  sack ,  capitalize   | 0.0 | .1 | 9
implore 	   beg ,  pray ,  plead ,  crave ,  insist   | 0.0 | .1 | 3
theme 	   supply ,  provide ,  furnish   | 0.0 | .1 | 3
maim 	   injure ,  wound ,  mar ,  cripple ,  lame   | 0.0 | .1 | 2
skin 	   scramble ,  struggle ,  climb ,  scrape ,  injure ,  wound ,  strip ,  peel ,  pare   | 0.0 | .1 | 10
milk 	   draw ,  exploit ,  tap ,  add ,  strip   | 0.0 | .1 | 4
disorder 	   trouble ,  distract ,  disturb ,  upset ,  disarray ,  change ,  alter ,  modify ,  vex ,  worry ,  scramble ,  mess   | 0.0 | .1 | 9
swoon 	   faint ,  conk   | 0.0 | .1 | 2
advise 	   counsel ,  discuss ,  notify ,  inform ,  propose ,  suggest ,  declare ,  recommend* ,  discourage ,  state ,  press ,  move ,  deter ,  consult ,  proposition ,  urge ,  advocate ,  submit ,  warn ,  tip ,  advance ,  dissuade ,  misguide ,  exhort   | 0.0 | .1 | 7
convict 	   pronounce ,  label ,  judge   | 0.0 | .1 | 3
lynch 	   kill   | 0.0 | .1 | 1
jettison 	   fling ,  toss ,  dispose ,  throw   | 0.0 | .1 | 4
materialize 	   happen ,  materialise ,  occur ,  pass ,  appear   | 0.0 | .1 | 5
pant 	   gasp ,  heave ,  blow ,  utter ,  emit   | 0.0 | .1 | 5
talk 	   speak ,  communicate ,  utter ,  mouth ,  spill ,  tell ,  sing ,  disclose^ ,  reveal ,  discover ,  expose ,  break ,  teach ,  learn ,  instruct ,  snap ,  spout ,  shout ,  butterfly ,  whiff ,  murmur ,  falter ,  read ,  level ,  continue ,  deliver ,  mumble ,  romance ,  drone ,  chant ,  enthuse ,  present ,  chatter ,  begin ,  jaw ,  tone ,  proceed ,  prophesy ,  blunder ,  mash ,  whisper ,  bumble ,  discourse ,  swallow ,  cheek   | 0.0 | .1 | 19
curve 	   sheer ,  trend ,  slew ,  cut ,  turn ,  wind ,  twist ,  be ,  arch ,  bend ,  flex ,  crook ,  snake ,  spiral   | 0.0 | .1 | 14
worm 	   wrestle ,  twist ,  move ,  wrench   | 0.0 | .1 | 3
major 	   study   | 0.0 | .1 | 1
encrust 	   coat ,  surface ,  beset^ ,  decorate ,  adorn ,  grace* ,  harden   | 0.0 | .1 | 7
fill 	   change ,  alter ,  modify ,  turn ,  occupy ,  be ,  take ,  work ,  meet ,  satisfy ,  provide ,  supply ,  ply ,  cater ,  hire ,  engage ,  employ ,  eat ,  consume ,  have ,  repair ,  mend ,  fix ,  doctor ,  restore ,  allay ,  flood ,  crowd ,  people ,  stay ,  stuff ,  pad ,  prime ,  complete ,  load ,  line ,  fulfill ,  laden ,  lade ,  pack ,  charge ,  answer ,  deluge ,  close ,  quell ,  infuse ,  water ,  inundate ,  fulfil ,  surcharge ,  electrify ,  appease ,  populate ,  heap ,  clutter ,  overload ,  bolster ,  saturate ,  clog   | 0.0 | .1 | 26
wrinkle 	   purse ,  contract ,  crisp ,  fold ,  knit   | 0.0 | .1 | 6
dwarf 	   shadow ,  overshadow ,  dominate ,  command ,  overlook ,  stunt   | 0.0 | .1 | 6
french 	   break   | 0.0 | .1 | 1
institute 	   establish ,  found ,  plant ,  constitute ,  initiate ,  pioneer ,  bring ,  make ,  create ,  fix ,  nominate ,  appoint ,  name   | 0.0 | .1 | 9
reappear 	   appear ,  return   | 0.0 | .1 | 1
exemplify 	   represent ,  be ,  illustrate ,  instance ,  elaborate ,  enlarge ,  expand*   | 0.0 | .1 | 7
tint 	   touch ,  color ,  colour   | 0.0 | .1 | 3
license 	   licence ,  certify ,  authorize ,  authorise ,  pass ,  clear ,  charter ,  recognize ,  franchise   | 0.0 | .1 | 6
verge 	   bound ,  border   | 0.0 | .1 | 2
ail 	   suffer ,  hurt^ ,  afflict ,  trouble ,  pain ,  erupt   | 0.0 | .1 | 6
troop 	   promenade ,  march ,  process   | 0.0 | .1 | 4
visit 	   see ,  tour ,  travel ,  trip ,  call ,  meet ,  inspect ,  impose ,  communicate ,  chat ,  chatter ,  jaw ,  discourse ,  abide ,  stay ,  afflict ,  smite ,  slum ,  dictate ,  haunt ,  order ,  prescribe ,  intrude ,  foist ,  give ,  frequent ,  clamp   | 0.0 | .1 | 17
flaunt 	   flash ,  swank ,  expose ,  exhibit ,  display ,  splurge ,  flex   | 0.0 | .1 | 5
rib 	   knit ,  guy ,  mock ,  expose ,  debunk ,  lampoon   | 0.0 | .1 | 3
lessen 	   decrease^ ,  diminish ,  fall ,  change ,  alter ,  modify ,  weaken ,  contract ,  reduce ,  relax ,  shorten ,  dwindle ,  flag ,  devalue ,  slow ,  concentrate ,  pare ,  wane ,  depreciate ,  decelerate ,  shrink ,  break ,  wither ,  cut ,  lower ,  minimise ,  decline ,  limit ,  mitigate ,  minimize ,  confine ,  slack ,  abate ,  trim ,  vanish ,  fly ,  undervalue ,  taper   | 0.0 | .1 | 8
concoct 	   mix ,  mingle ,  unify ,  cook ,  fix ,  ready ,  make ,  prepare ,  manufacture ,  invent   | 0.0 | .1 | 10
confuse 	   confound ,  mistake ,  throw ,  befuddle ,  be ,  flurry ,  embarrass ,  assemble ,  piece ,  tack ,  change ,  alter ,  modify ,  blur ,  obscure ,  vex ,  pose ,  amaze ,  gravel ,  bother ,  puzzle ,  baffle ,  beat ,  muddle ,  stick ,  get ,  deflect ,  bewilder ,  distract   | 0.0 | .1 | 19
sample 	   try ,  taste ,  consume ,  take ,  have   | 0.0 | .1 | 5
batter 	   buffet ,  strike ,  clobber ,  beat ,  dinge   | 0.0 | .1 | 5
craze 	   madden ,  crack   | 0.0 | .1 | 2
pink 	   tap ,  knock ,  sound ,  go ,  ping ,  cut   | 0.0 | .1 | 9
hinge 	   attach   | 0.0 | .1 | 1
burgeon 	   grow   | 0.0 | .1 | 1
inundate 	   deluge ,  flood ,  fill   | 0.0 | .1 | 5
ping 	   hit ,  strike ,  pink ,  knock ,  sound ,  go ,  reach ,  contact   | 0.0 | .1 | 12
till 	   work ,  process ,  turn ,  plough   | 0.0 | .1 | 2
sunday 	   spend ,  pass   | 0.0 | .1 | 2
revolutionize* 	   overturn ,  change ,  alter ,  modify ,  overthrow ,  inspire   | 1.0 | .1 | 7
tile 	   cover   | 0.0 | .1 | 1
swear 	   curse ,  express ,  utter ,  affirm ,  verify ,  assert ,  aver ,  swan ,  declare ,  vow ,  depose ,  trust ,  rely ,  bank ,  believe ,  look ,  hold ,  assure* ,  protest ,  take ,  count ,  tell ,  calculate ,  depend ,  lean ,  credit ,  claim ,  attest ,  reckon ,  bet   | 0.0 | .1 | 16
tilt 	   lean ,  tip ,  angle ,  bend ,  flex ,  pitch ,  move ,  wobble ,  shift ,  list ,  heel ,  incline ,  slope ,  weather   | 0.0 | .1 | 10
scramble 	   travel ,  go ,  move ,  skin ,  struggle ,  climb ,  disorder ,  disarray ,  beat ,  agitate ,  vex ,  disturb ,  change ,  alter ,  modify ,  whip ,  cream ,  tumble   | 0.0 | .1 | 15
mobilise 	   mobilize ,  rally ,  call ,  marshal ,  summon ,  gather ,  garner ,  collect ,  circulate ,  move ,  displace   | 0.0 | .1 | 14
purify 	   better ,  improve* ,  change ,  alter ,  modify ,  refine   | 0.0 | .1 | 6
switch 	   exchange ,  turn ,  reverse ,  trade ,  swap ,  change ,  interchange ,  shift ,  alter ,  modify ,  throw ,  engage ,  mesh ,  lock ,  operate ,  flog ,  whip ,  lash ,  slash ,  strap ,  tack ,  alternate ,  leap ,  back ,  break ,  transition ,  cut ,  jump   | 0.0 | .1 | 29
frame 	   border ,  confine ,  ensnare ,  cast ,  put ,  couch ,  formulate ,  word ,  phrase ,  articulate ,  plan ,  construct ,  build ,  make   | 0.0 | .1 | 14
mutiny 	   rebel ,  arise* ,  rise   | 0.0 | .1 | 3
recoup 	   reimburse ,  compensate ,  recover ,  get ,  acquire ,  withhold ,  deduct ,  keep ,  dock   | 0.0 | .1 | 8
blood 	    | 0.0 | .1 | 0
shatter 	   burst ,  bust^ ,  break   | 0.0 | .1 | 3
lunch 	   eat ,  feed ,  give   | 0.0 | .1 | 3
kill 	   defeat ,  veto ,  negative ,  end ,  terminate ,  be ,  hurt^ ,  suffer ,  overwhelm ,  whelm ,  overcome ,  overtake ,  hit ,  pop ,  down ,  drink ,  exhaust ,  beat ,  cut ,  destroy ,  sacrifice ,  eradicate ,  suffocate ,  remove ,  waste ,  draw ,  murder ,  slay ,  execute ,  stake ,  brain ,  eliminate ,  dispatch ,  pip ,  erase ,  drown ,  dismember ,  lynch ,  shoot ,  poison ,  strangle ,  stone ,  fry ,  off ,  sabre   | 0.0 | .1 | 21
outweigh 	   surpass ,  outgo ,  exceed ,  outdo ,  outperform ,  dominate ,  rule ,  reign ,  prevail   | 0.0 | .1 | 9
finalise 	   settle ,  end ,  terminate   | 0.0 | .1 | 3
gamble 	   chance ,  risk ,  hazard ,  adventure ,  try ,  seek ,  attempt ,  essay ,  play ,  bet   | 0.0 | .1 | 9
ensnare 	   frame ,  trap ,  snare ,  capture ,  catch   | 0.0 | .1 | 5
brook 	   digest ,  endure ,  stomach ,  bear ,  stand ,  tolerate ,  support ,  abide ,  suffer ,  permit ,  allow ,  let ,  take ,  pay ,  accept ,  undergo ,  submit ,  swallow   | 0.0 | .1 | 12
lump 	   chunk ,  collect ,  accumulate ,  compile ,  group   | 0.0 | .1 | 6
forbid 	   prohibit^ ,  veto ,  disallow ,  command ,  require ,  compel ,  prevent ,  forestall ,  foreclose^ ,  preclude ,  forbid ,  avert ,  outlaw ,  save ,  foreclose ,  blockade ,  spoil ,  bar ,  stop ,  block ,  halt ,  avoid ,  baffle ,  exclude ,  cross ,  ban ,  obstruct ,  embarrass ,  deflect ,  frustrate   | 0.0 | .1 | 11
proffer 	   offer ,  give ,  tender   | 0.0 | .1 | 2
frequent 	   patronize ,  shop ,  sponsor ,  support ,  haunt ,  visit   | 0.0 | .1 | 6
cheese 	   stop ,  cease ,  quit   | 0.0 | .1 | 3
succumb 	   yield ,  accept ,  consent ,  die ,  go ,  exit ,  expire^ ,  pass ,  conk ,  choke^ ,  defer ,  bow ,  submit ,  accede   | 0.0 | .1 | 11
flee 	   fly ,  run ,  escape ,  stampede ,  break ,  desert ,  decamp   | 0.0 | .1 | 3
placard 	   post ,  bill   | 0.0 | .1 | 3
long 	   yearn ,  desire ,  want ,  languish   | 0.0 | .1 | 3
interchange 	   exchange ,  change ,  transfer ,  transpose ,  alter ,  modify ,  tack ,  switch ,  alternate ,  turn ,  reverse ,  replace ,  redeem ,  trade ,  sell ,  swap ,  ransom ,  cash ,  substitute ,  barter   | 0.0 | .1 | 12
arouse 	   elicit ,  kindle ,  evoke ,  fire ,  raise ,  provoke ,  make ,  create ,  awaken ,  wake ,  turn ,  conjure ,  stir ,  stimulate ,  brace ,  energize ,  affect ,  rouse ,  change ,  alter ,  modify ,  move ,  sex ,  excite ,  shake ,  hurt^ ,  tempt ,  renovate ,  heat ,  ignite ,  anger ,  overwhelm ,  repair ,  interest ,  quicken ,  revive ,  invite ,  draw ,  bruise ,  overtake ,  curse ,  overcome ,  offend ,  damn ,  animate ,  upset ,  call ,  reawaken ,  shame ,  bless ,  whelm ,  injure ,  spite ,  wound   | 0.0 | .1 | 35
scrape 	   grate ,  rub ,  make ,  create ,  scratch ,  bow ,  collect ,  accumulate ,  compile ,  skin ,  injure ,  wound ,  claw   | 0.0 | .1 | 13
seam 	   join   | 0.0 | .1 | 1
edit 	   change ,  alter ,  modify ,  publish ,  issue ,  release ,  cut ,  censor ,  falsify ,  hack   | 0.0 | .1 | 11
prank 	   decorate ,  adorn ,  grace*   | 0.0 | .1 | 3
bet 	   predict ,  foretell ,  prognosticate ,  call ,  anticipate ,  promise ,  play ,  gamble ,  count ,  depend ,  look ,  calculate ,  reckon ,  trust ,  swear ,  rely ,  bank ,  game ,  raise ,  back ,  stake ,  see   | 0.0 | .1 | 17
trace 	   follow ,  analyze ,  analyse ,  study ,  examine ,  canvas ,  draw ,  line ,  describe ,  mark ,  hunt ,  chase ,  trail ,  tail ,  tag ,  dog ,  track ,  detect ,  observe ,  find ,  discover ,  notice ,  proceed ,  continue ,  copy ,  decipher ,  read ,  write ,  construct ,  ferret   | 0.0 | .1 | 27
assault 	   assail ,  attack ,  rape ,  violate ,  dishonour ,  outrage ,  round ,  knock ,  criticize ,  criticise^ ,  whip ,  beset^ ,  shout ,  rip ,  abuse ,  rush ,  claw ,  rubbish ,  savage ,  jump ,  bulldog ,  set ,  bait ,  desecrate   | 0.0 | .1 | 14
acknowledge 	   admit ,  declare ,  hold ,  receipt ,  communicate ,  pass ,  notice ,  react ,  respond ,  recognize ,  thank ,  accept ,  know ,  sustain* ,  concede^ ,  appreciate* ,  cite ,  mention ,  confess ,  profess   | 0.0 | .1 | 15
shoot 	   hit ,  pip ,  injure ,  wound ,  kill ,  fire ,  film ,  take ,  record ,  enter ,  project ,  cast ,  throw ,  dart ,  dash ,  scoot ,  flash ,  rush ,  hasten* ,  speed ,  race ,  tear ,  charge ,  buck ,  photograph ,  snap ,  emit ,  smart ,  hurt^ ,  inject ,  insert ,  introduce ,  weave ,  fool ,  consume ,  squander ,  waste ,  ware ,  score* ,  tally ,  utter ,  measure ,  sprout ,  grow ,  administer ,  plunge ,  rip ,  blaze ,  break ,  flight ,  infuse ,  pump ,  chip ,  knuckle ,  gun ,  grass   | 0.0 | .1 | 57
reef 	   lower ,  shrink ,  reduce   | 0.0 | .1 | 3
accession 	   record ,  enter   | 0.0 | .1 | 2
corner 	   control ,  command ,  tree ,  steer ,  manoeuvre ,  direct ,  point ,  head ,  guide ,  channelise ,  turn   | 0.0 | .1 | 11
shoo 	   dispel   | 0.0 | .1 | 1
manoeuvre 	   act ,  move ,  steer ,  direct ,  point ,  head ,  guide ,  channelise ,  control ,  command ,  operate ,  go ,  navigate ,  channel ,  tree ,  pilot ,  sheer ,  park ,  corner ,  dock ,  crab   | 0.0 | .1 | 13
dissemble 	   pretend ,  affect ,  belie ,  cloak ,  mask ,  disguise ,  act ,  mouth ,  simulate ,  fake ,  assume ,  bull   | 0.0 | .1 | 8
peg 	   nail ,  succeed* ,  win* ,  pierce ,  attach ,  stabilize ,  stabilise   | 0.0 | .1 | 7
plump 	   drop ,  plunk ,  change ,  alter ,  modify ,  go ,  choose ,  take ,  select   | 0.0 | .1 | 9
designate 	   denominate ,  delegate ,  assign ,  appoint ,  charge ,  destine ,  fate ,  doom ,  ordain ,  intend ,  specify ,  plan ,  design ,  slate ,  raise ,  upgrade ,  post ,  task ,  bump ,  mean ,  mandate ,  label ,  number ,  place ,  break ,  calculate ,  transfer ,  promote ,  aim ,  relegate ,  advance ,  direct ,  cast   | 0.0 | .1 | 13
hail 	   acclaim ,  herald ,  come ,  be ,  call ,  greet ,  recognize ,  fall   | 0.0 | .1 | 9
harbinger 	   announce ,  foretell ,  herald ,  tell   | 0.0 | .1 | 4
leapfrog 	   jump ,  leap ,  bound ,  spring ,  progress* ,  advance   | 0.0 | .1 | 6
outshine 	   shine ,  beam ,  surpass ,  outgo ,  exceed ,  outdo ,  outperform   | 0.0 | .1 | 7
seat 	   sit ,  put ,  set ,  place ,  pose ,  position ,  lay ,  accommodate ,  hold ,  admit ,  invest ,  install ,  supply ,  provide ,  furnish   | 0.0 | .1 | 18
enumerate 	   itemize ,  name ,  identify ,  count ,  number ,  determine ,  find ,  list ,  total ,  sum ,  tally ,  add ,  census   | 0.0 | .1 | 7
whisper 	   talk ,  speak ,  utter ,  mouth   | 0.0 | .1 | 4
badmouth 	   malign   | 0.0 | .1 | 1
fulminate 	   rail ,  denounce ,  appear ,  explode   | 0.0 | .1 | 4
tour 	   travel ,  journey ,  see ,  visit   | 0.0 | .1 | 2
spare 	   save ,  refrain ,  exempt ,  relieve ,  free ,  give ,  use ,  expend ,  favour ,  favor   | 0.0 | .1 | 8
associate 	   relate ,  link ,  connect ,  think ,  affiliate ,  assort ,  interact ,  unite ,  unify ,  date ,  walk ,  correlate ,  mean ,  accompany ,  company ,  ally ,  remember ,  identify ,  see ,  companion   | 0.0 | .1 | 9
nose 	   intrude ,  poke ,  search ,  look ,  advance ,  scent ,  wind ,  smell ,  push ,  force ,  caress ,  overcome ,  defeat   | 0.0 | .1 | 13
wobble 	   move ,  shift ,  tilt ,  shimmy   | 0.0 | .1 | 5
certify 	   attest ,  demonstrate ,  evidence ,  testify ,  prove ,  show ,  secure ,  license ,  licence ,  authorize ,  authorise ,  pass ,  clear ,  endorse ,  guarantee ,  warrant ,  declare ,  hold ,  charter ,  recognize ,  condemn ,  reflect ,  franchise   | 0.0 | .1 | 19
